id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,link,image_path
54089,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Mumbai Slang Women Purple Top,54089.jpg,http://assets.myntassets.com/v1/images/style/properties/Mumbai-Slang-Women-Blue-Top_932326e7b2f34ebbae2269bfb70325e6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/54089.jpg
32024,Men,Accessories,Socks,Socks,Blue,Summer,2016.0,Casual,Playboy Men Striped Socks,32024.jpg,http://assets.myntassets.com/v1/images/style/properties/4bb4a81cfb08c590525449d9da277908_images.jpg,/content/drive/MyDrive/project_ml_uas/images/32024.jpg
15191,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Arrow Sport Men Stripes Purple Polo Tshirts,15191.jpg,http://assets.myntassets.com/v1/images/style/properties/4d3170b266ba9929889ae4829d80e8a4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15191.jpg
8240,Women,Accessories,Bags,Handbags,Mustard,Winter,2016.0,Casual,Fastrack Women Mustard Sling Bag,8240.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Handbags_ee57ada46ba6d71b9936ec56cd923918_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8240.jpg
36038,Unisex,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Bag,36038.jpg,http://assets.myntassets.com/v1/images/style/properties/OTLS-Unisex-Blue-Bag_8d260b73469ee7b1917de99fe655ce0e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36038.jpg
17277,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Navy Blue Tshirt,17277.jpg,http://assets.myntassets.com/v1/images/style/properties/b002a98a220d49eb31f2a486cef27eca_images.jpg,/content/drive/MyDrive/project_ml_uas/images/17277.jpg
35875,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Boys Comics Blue T-shirt,35875.jpg,http://assets.myntassets.com/v1/images/style/properties/54614d5aee42454e48d4cb29aced6c6d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35875.jpg
28735,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,W Women Printed Brown Kurta,28735.jpg,http://assets.myntassets.com/v1/images/style/properties/edb178275d9dc271b0fe8f3750b2df99_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28735.jpg
52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Mod-acc Women Purple Handbag,52622.jpg,http://assets.myntassets.com/v1/images/style/properties/Mod-acc-Women-Purple-Handbag_5659c1cc7d9938623fb3f0863965ddc5_images.jpg,/content/drive/MyDrive/project_ml_uas/images/52622.jpg
27061,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Yelloe Pink Laptop Pocket Handbag,27061.jpg,http://assets.myntassets.com/v1/images/style/properties/f6c479cc03d7c3f542360aa523d36ca2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27061.jpg
7669,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Round Neck White T-shirt,7669.jpg,http://assets.myntassets.com/v1/images/style/properties/451e4ca56fbf14bd15c5bbf0899e5d07_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7669.jpg
17866,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Levis Men Boxer Navy Blue Brief,17866.jpg,http://assets.myntassets.com/v1/images/style/properties/4154fb109917cfb0814a5dc9ff7f04ad_images.jpg,/content/drive/MyDrive/project_ml_uas/images/17866.jpg
5822,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,ADIDAS Men's Prt Purple T-shirt,5822.jpg,http://assets.myntassets.com/v1/images/style/properties/82afcbde66df960e850fb2fb62cd7b5d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5822.jpg
28819,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Denizen Men Check Green Shirt,28819.jpg,http://assets.myntassets.com/v1/images/style/properties/7af1de211e68ac4056dbd5af3a9e2a5d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28819.jpg
6665,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Lunarglide 2 Grey Yellow Shoe,6665.jpg,http://assets.myntassets.com/v1/images/style/properties/d35eb357d1516a9fb4a788e5f1e0347e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6665.jpg
38462,Women,Accessories,Bags,Handbags,Blue,Fall,2012.0,Casual,Baggit Women Blue Tinki Tower Sling Bag,38462.jpg,http://assets.myntassets.com/v1/images/style/properties/3a1b5d17e566391ed239f083aefc978e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38462.jpg
18946,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Levis Men Scottish Stripes Flat Knit Pack of 3 Socks,18946.jpg,http://assets.myntassets.com/v1/images/style/properties/Levis-Men-Scottish-Stripes-Flat-Knit-Pack-of-3-Socks_29a0d1aa26e2c77df7569e5ac04e95e5_images.jpg,/content/drive/MyDrive/project_ml_uas/images/18946.jpg
48200,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,48200.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Black-Sunglass_98b9b39e034ca44dd20d989a9bf5478a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/48200.jpg
44136,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,dunhill Men Pure Perfume,44136.jpg,http://assets.myntassets.com/v1/images/style/properties/434158cc2399f023f417d7ee20c0fb5d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/44136.jpg
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Numero Uno Men Navy Blue Shoes,24259.jpg,http://assets.myntassets.com/v1/images/style/properties/409871b3e6186c220fab46f5d2b90c7c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/24259.jpg
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Khadi Kurta,30779.jpg,http://assets.myntassets.com/v1/images/style/properties/db338e762e14b723b259e5bc5f103ea2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/30779.jpg
44278,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handpainted Print Handbag,44278.jpg,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Black-Handpainted-Print-Handbag_30d7c9a0bcc7fc9f06301e488eb960bb_images.jpg,/content/drive/MyDrive/project_ml_uas/images/44278.jpg
35909,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Sling Bag,35909.jpg,http://assets.myntassets.com/v1/images/style/properties/837936ee81cc384a71dd25a22109da2f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35909.jpg
38404,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Purple Xylo Taj Belt,38404.jpg,http://assets.myntassets.com/v1/images/style/properties/66419b99ba5766d9b7cd0bb934b3c6fd_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38404.jpg
7749,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Young Lords Purple T-shirt,7749.jpg,http://assets.myntassets.com/v1/images/style/properties/d3020ca79c97ab2ed6ad59d5419c8047_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7749.jpg
10753,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,10753.jpg,http://assets.myntassets.com/v1/images/style/properties/c73fbd3523eb3a949d3272093343b223_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10753.jpg
47115,Boys,Footwear,Sandal,Sandals,Blue,Fall,2012.0,Casual,Marvel Boys Blue Slippers,47115.jpg,http://assets.myntassets.com/v1/images/style/properties/f3e381784eda33c696a9ee3b60c515c1_images.jpg,/content/drive/MyDrive/project_ml_uas/images/47115.jpg
11606,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas,11606.jpg,http://assets.myntassets.com/v1/images/style/properties/56e82653620cb60e134ff82c28b1dad2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/11606.jpg
41528,Men,Accessories,Belts,Belts,Tan,Summer,2012.0,Casual,Basics Men Tan Leather Belt,41528.jpg,http://assets.myntassets.com/v1/images/style/properties/e9198d9614d966a12ed5ccf229c0532c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/41528.jpg
28413,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,28413.jpg,http://assets.myntassets.com/v1/images/style/properties/IDEE-Men-Metallic-Sunglasses455db43aeedc40903c604753684e46c3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28413.jpg
41444,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Casual,Lee Cooper Men White Sports Shoes,41444.jpg,http://assets.myntassets.com/v1/images/style/properties/7ac216562b678743b54be0b2c7d36eae_images.jpg,/content/drive/MyDrive/project_ml_uas/images/41444.jpg
16351,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Peter England Men Stripes Cream Shirt,16351.jpg,http://assets.myntassets.com/v1/images/style/properties/000d4e5aed60867d7d58cf1a655cf2c7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/16351.jpg
9910,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Puma Unisex Fitness Pink Backpacks,9910.jpg,http://assets.myntassets.com/v1/images/style/properties/fbd11b828980cd62cf76ed0df81e9c69_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9910.jpg
13062,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Date Black Watches,13062.jpg,http://assets.myntassets.com/v1/images/style/properties/e229c8d074f694c62eade240319a9c08_images.jpg,/content/drive/MyDrive/project_ml_uas/images/13062.jpg
43092,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Swiss Army Men Mountain Water Eau De Toilette 100 ml,43092.jpg,http://assets.myntassets.com/assets/images/43092/2017/9/15/11505475184423-NA-7131505475184392-1.jpg,/content/drive/MyDrive/project_ml_uas/images/43092.jpg
38376,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,38376.jpg,http://assets.myntassets.com/v1/images/style/properties/fda3a4c75cfe9ae2bfd0592c41cf9621_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38376.jpg
20334,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men Printed Blue Tshirt,20334.jpg,http://assets.myntassets.com/v1/images/style/properties/ce44f3227e7d4815f0cae14f5baf9272_images.jpg,/content/drive/MyDrive/project_ml_uas/images/20334.jpg
28662,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Lunar Flow Black Casual Shoes,28662.jpg,http://assets.myntassets.com/v1/images/style/properties/46633b882cd1a13c3b54b6b028345533_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28662.jpg
23736,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016.0,Casual,Ray-Ban Women Jackie Sunglasses,23736.jpg,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Women-Jackie-Sunglasses69f5b799988b21a0580866c5725c6c36_images.jpg,/content/drive/MyDrive/project_ml_uas/images/23736.jpg
38674,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Dual Fusion White Sports Shoes,38674.jpg,http://assets.myntassets.com/v1/images/style/properties/66bcdab9d3adfd720675e907cfa6e95b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38674.jpg
9662,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,9662.jpg,http://assets.myntassets.com/v1/images/style/properties/115f087ae2fb8b5979ff312b04cbe9ce_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9662.jpg
25918,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Femella Women Blue T-shirt,25918.jpg,http://assets.myntassets.com/v1/images/style/properties/8baf1621b051147291e548f8cbb18dbc_images.jpg,/content/drive/MyDrive/project_ml_uas/images/25918.jpg
27836,Men,Accessories,Belts,Belts,Red,Summer,2013.0,Casual,Bulchee Men Red Belt,27836.jpg,http://assets.myntassets.com/v1/images/style/properties/BULCHEE-Men-Red-Belt_11cc0221de3faab2354b90f4939ff4f4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27836.jpg
59938,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Vans Men Black Casual Shoes,59938.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Black-Casual-Shoes_d4af67ae13a5d679dc201962c16a77f3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/59938.jpg
4939,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karnel Jeans Kidswear,4939.jpg,http://assets.myntassets.com/v1/images/style/properties/2f6ea62718d24d7d01d102f5def518c9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/4939.jpg
47257,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,FCUK Underwear Men Blue Brief,47257.jpg,http://assets.myntassets.com/v1/images/style/properties/010d551fbdc7fbaaecc1f2792ef21fb7_images.jpg,/content/drive/MyDrive/project_ml_uas/images/47257.jpg
33939,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt,33939.jpg,http://assets.myntassets.com/v1/images/style/properties/42185b2ed8a11a2e803737ed937ad079_images.jpg,/content/drive/MyDrive/project_ml_uas/images/33939.jpg
5171,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Wrangler Women's Short Placket Red Tops,5171.jpg,http://assets.myntassets.com/v1/images/style/properties/e33657d576c4d6e7fb7cc2c2d9d96098_images.jpg,/content/drive/MyDrive/project_ml_uas/images/5171.jpg
12557,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Tantra Men Red Printed T-shirt,12557.jpg,http://assets.myntassets.com/v1/images/style/properties/bc20d0999c8878351f46f02d2b1b028c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/12557.jpg
48373,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men White & Purple Check Shirt,48373.jpg,http://assets.myntassets.com/v1/images/style/properties/8edbbf308f7ed049347d3951c81b2de4_images.jpg,/content/drive/MyDrive/project_ml_uas/images/48373.jpg
36841,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Spykar Women Renegade Navy Blue Jeans,36841.jpg,http://assets.myntassets.com/v1/images/style/properties/SPYKAR-Women-Renegade-Blue-Jeans_60eaf19e4900dee1d5102498a416a943_images.jpg,/content/drive/MyDrive/project_ml_uas/images/36841.jpg
41669,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,41669.jpg,http://assets.myntassets.com/v1/images/style/properties/a87cc5ed84c4882d76413571787cad2f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/41669.jpg
24780,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Ladies Belts Black Black Belts,24780.jpg,http://assets.myntassets.com/v1/images/style/properties/989b2956c42d779a84f5e9482379c1d9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/24780.jpg
38389,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Kids Unisex Blue Match Jersey,38389.jpg,http://assets.myntassets.com/v1/images/style/properties/cdbae9acd2b60338025f3e17bc8647ff_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38389.jpg
38641,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Bangalore Polo T-shirt,38641.jpg,http://assets.myntassets.com/v1/images/style/properties/f3c94e337bebfdb196d871a019896b51_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38641.jpg
7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt,7297.jpg,http://assets.myntassets.com/v1/images/style/properties/07f8f4b8c15e6e57d008f199ece137b9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/7297.jpg
42845,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,French Connection Women Light Brown Handbag,42845.jpg,http://assets.myntassets.com/v1/images/style/properties/69b0eb49aca55245866ab8491e0e9faf_images.jpg,/content/drive/MyDrive/project_ml_uas/images/42845.jpg
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,31324.jpg,http://assets.myntassets.com/v1/images/style/properties/664f46a2b85add0ac8b3f83d91eaeea9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/31324.jpg
29756,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women Silver-Toned Dial Chronograph Watch ES2883,29756.jpg,http://assets.myntassets.com/v1/images/style/properties/Fossil-Women-Quartz-Chronograph-Watch_f6671857e3b33e2b0c4c2ac7d5bc3e5b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/29756.jpg
6764,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Timberland Men Blue & White Striped Polo T-shirt,6764.jpg,http://assets.myntassets.com/v1/images/style/properties/Timberland-Men-Blue---White-Striped-Polo-T-shirt_91acff7b4c19391642ed74919a08c1e2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6764.jpg
8492,Women,Apparel,Topwear,Tops,Peach,Fall,2011.0,Casual,Forever New Women Peony Peach Top,8492.jpg,http://assets.myntassets.com/v1/images/style/properties/670db66fd940faffd0df95babd16fd54_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8492.jpg
35984,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Flying Machine Women Printed Cobalt Blue Top,35984.jpg,http://assets.myntassets.com/v1/images/style/properties/78752288f4899cb339818c4a036a0528_images.jpg,/content/drive/MyDrive/project_ml_uas/images/35984.jpg
8320,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy's Route 66 Biker Red Teen Kidswear,8320.jpg,http://assets.myntassets.com/v1/images/style/properties/a91625942bc70e1e531328c67e0456f2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8320.jpg
39152,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,2012.0,Ethnic,Aneri Women Turquiose Blue Printed Kurta,39152.jpg,http://assets.myntassets.com/v1/images/style/properties/885ca17091169fe648635bf2a279f87a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/39152.jpg
16117,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Numero Uno Men Casual Black Slipper,16117.jpg,http://assets.myntassets.com/v1/images/style/properties/b68ad973f9b1ae2f3d4a9b42abdd7fce_images.jpg,/content/drive/MyDrive/project_ml_uas/images/16117.jpg
9549,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Nike Men Green Polo Tshirts,9549.jpg,http://assets.myntassets.com/v1/images/style/properties/312800823873d2075b6bcd2cce179adf_images.jpg,/content/drive/MyDrive/project_ml_uas/images/9549.jpg
6370,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Numero Uno Men's Red Black Shoe,6370.jpg,http://assets.myntassets.com/v1/images/style/properties/650aa3c62f8b13c5e65739c326e3e939_images.jpg,/content/drive/MyDrive/project_ml_uas/images/6370.jpg
14062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men Stripes Grey Polo Tshirts,14062.jpg,http://assets.myntassets.com/v1/images/style/properties/3be03e249a9bf07e44cf879b74bf63a6_images.jpg,/content/drive/MyDrive/project_ml_uas/images/14062.jpg
42565,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mother Earth Women Green Top,42565.jpg,http://assets.myntassets.com/v1/images/style/properties/730f520a788db7b92e3a4b03cc8ff302_images.jpg,/content/drive/MyDrive/project_ml_uas/images/42565.jpg
28747,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Printed Black Kurta,28747.jpg,http://assets.myntassets.com/v1/images/style/properties/63f0622757a42a1604565b33ab43a71d_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28747.jpg
57122,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White Tops,57122.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-White-Tops_0c632036234bf80af3dbfa9217e9e90e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/57122.jpg
10373,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Tshirts,10373.jpg,http://assets.myntassets.com/v1/images/style/properties/ddf53a1f7bd53c23bc331f22a01552ea_images.jpg,/content/drive/MyDrive/project_ml_uas/images/10373.jpg
38369,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,38369.jpg,http://assets.myntassets.com/v1/images/style/properties/de5da1a7afa06396395426dfc27625a3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38369.jpg
45872,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Dark Grey Dial Watch,45872.jpg,http://assets.myntassets.com/v1/images/style/properties/5871404baf131b6e011a89f1dde3308e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/45872.jpg
57524,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,57524.jpg,http://assets.myntassets.com/v1/images/style/properties/Provogue-Men-Black-Casual-Shoes_4c2ba696309559e7b0414c7c877f785e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/57524.jpg
8925,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Puma Men High Shine Black Belt,8925.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-High-Shine-Black-Belt_3dd5f7cbec09d39bb34caae84f1b6a12_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8925.jpg
28448,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag,28448.jpg,http://assets.myntassets.com/v1/images/style/properties/6ef3b95d3d7c2206ca720bfcd98c2faa_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28448.jpg
38397,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Men Blue Fan T-shirt,38397.jpg,http://assets.myntassets.com/v1/images/style/properties/ae1aa7f57ee1c4a8abff78fb45768fd9_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38397.jpg
28394,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Black Sunglasses,28394.jpg,http://assets.myntassets.com/v1/images/style/properties/bbb5bb0436388c6735e733140c316b07_images.jpg,/content/drive/MyDrive/project_ml_uas/images/28394.jpg
43874,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,Puma Men White Mid Ducati Shoes,43874.jpg,http://assets.myntassets.com/v1/images/style/properties/1754099a06a1c41f6614cb49eeccb6f8_images.jpg,/content/drive/MyDrive/project_ml_uas/images/43874.jpg
25720,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Wrangler Women Black Canvas Sling Bag,25720.jpg,http://assets.myntassets.com/v1/images/style/properties/Wrangler-Women-Handbags_6b2d2a49d48f681de6817f442f997f0f_images.jpg,/content/drive/MyDrive/project_ml_uas/images/25720.jpg
44809,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Spykar Women Black Top,44809.jpg,http://assets.myntassets.com/v1/images/style/properties/fbe6d0b74803e09962754839ffe7399a_images.jpg,/content/drive/MyDrive/project_ml_uas/images/44809.jpg
38175,Women,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Miami Blues Women Sunglasses,38175.jpg,http://assets.myntassets.com/v1/images/style/properties/73fcf9005d3fd92abb34631cc4527c5c_images.jpg,/content/drive/MyDrive/project_ml_uas/images/38175.jpg
2703,Girls,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Disney Kids Girl's Check Pink Kidswear,2703.jpg,http://assets.myntassets.com/v1/images/style/properties/6d58c5c0a0a3a7a57153bf7f91af4e10_images.jpg,/content/drive/MyDrive/project_ml_uas/images/2703.jpg
31151,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Blue T-shirt,31151.jpg,http://assets.myntassets.com/v1/images/style/properties/d65f4d8829760e5ee0cadf105b1d9343_images.jpg,/content/drive/MyDrive/project_ml_uas/images/31151.jpg
27943,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey Men Comfort Stretch Charcoal Bikini Brief,27943.jpg,http://assets.myntassets.com/v1/images/style/properties/0a0e96a2989f16626831d6cdbd3300cb_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27943.jpg
37220,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Boys Printed White Shirt,37220.jpg,http://assets.myntassets.com/v1/images/style/properties/6ade570f19db5d3de04db8c0b83f86c3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/37220.jpg
27742,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Sling bag,27742.jpg,http://assets.myntassets.com/v1/images/style/properties/9320091cbc0e3920c5056b9680ad6d7b_images.jpg,/content/drive/MyDrive/project_ml_uas/images/27742.jpg
39265,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Chief Men Brown Formal Shoes,39265.jpg,http://assets.myntassets.com/v1/images/style/properties/97c4d0226d1eeea5ad803476610c470e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/39265.jpg
58245,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Brown Wallet,58245.jpg,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Brown-Wallet_cb5bec8fcc7eff34615b7dfe6573cf3e_images.jpg,/content/drive/MyDrive/project_ml_uas/images/58245.jpg
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011.0,Casual,Turtle Solid Men  Burgundy Shirt,15983.jpg,http://assets.myntassets.com/v1/images/style/properties/5dca5cfae72251582c7f14ac099212f3_images.jpg,/content/drive/MyDrive/project_ml_uas/images/15983.jpg
22380,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Red Striped White Shirt,22380.jpg,http://assets.myntassets.com/v1/images/style/properties/1700a7c2ff726c25a37d451bf46936ed_images.jpg,/content/drive/MyDrive/project_ml_uas/images/22380.jpg
24533,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Pink Printed Kurta,24533.jpg,http://assets.myntassets.com/v1/images/style/properties/55048c44fc22551e11bcb99a41058c52_images.jpg,/content/drive/MyDrive/project_ml_uas/images/24533.jpg
8075,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men 3 Series Light Black Sports Shoes,8075.jpg,http://assets.myntassets.com/v1/images/style/properties/973b9163746b1c0edcd6256762133cf2_images.jpg,/content/drive/MyDrive/project_ml_uas/images/8075.jpg
